player_name,player_class,role,primary_spec,encounter_id,boss_name,zone_name,difficulty,difficulty_label,kills_on_boss,avg_throughput_per_second,best_throughput_per_second,latest_throughput_per_second,throughput_trend,avg_rank_percent,best_rank_percent,avg_item_level,first_kill_date,latest_kill_date
Gedva,Priest,dps,Shadow,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,17617,17617,17617,null,71.0,71.0,298.0,2022-09-14,2022-09-14
Nohunter,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,17589,17589,17589,null,90.0,90.0,297.0,2022-09-14,2022-09-14
Blems,Warlock,dps,Demonology,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,17512,17512,17512,null,70.0,70.0,294.0,2022-08-24,2022-08-24
Roydel,Monk,dps,Windwalker,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,17488,17488,17488,null,84.0,84.0,300.0,2022-09-14,2022-09-14
Clomp,Mage,dps,Frost,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,15594,15594,15594,0.0,71.0,71.0,270.0,2021-10-07,2022-08-24
Thèlyssa,Hunter,dps,BeastMastery,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,14535,14535,14535,null,49.0,49.0,294.0,2022-09-14,2022-09-14
Nodestro,Warlock,dps,Destruction,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,13348,13348,13348,null,61.0,61.0,272.0,2022-08-24,2022-08-24
Smonkste,Monk,dps,Windwalker,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,13027,13027,13027,null,48.0,48.0,292.0,2022-09-14,2022-09-14
Elfesteem,Mage,dps,Frost,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,12293,12293,12293,null,49.0,49.0,282.0,2022-08-24,2022-08-24
Hobbyalkis,Rogue,dps,Outlaw,2383,Hungering Destroyer,Castle Nathria,4,Heroic,3,9956,15702,15702,57.7,71.5,80.0,251.0,2021-01-27,2022-08-24
Momobamie,Hunter,dps,BeastMastery,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,9132,15484,15484,69.6,38.0,58.0,242.0,2021-03-12,2022-09-14
Misume,Priest,dps,Shadow,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,6620,7040,7040,6.3,98.0,99.0,223.5,2021-02-14,2021-02-21
Nithemar,Paladin,dps,Retribution,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,5881,5881,5881,null,13.0,13.0,270.0,2022-09-14,2022-09-14
Roapriest,Priest,dps,Shadow,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,5428,5428,667,null,80.0,80.0,216.0,2021-04-14,2021-04-14
Roadruid,Druid,dps,Balance,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,5419,5419,5419,0.0,95.0,95.0,234.0,2021-01-27,2021-10-07
Coody,Mage,dps,Fire,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,5377,5377,5377,0.0,87.0,87.0,220.0,2021-03-14,2021-03-14
Craazyowl,Druid,dps,Balance,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,5303,5303,5303,0.0,85.0,85.0,222.0,2021-03-21,2021-03-21
Zhy,Mage,dps,Frost,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,5138,5138,5138,null,93.0,93.0,218.0,2021-03-12,2021-03-12
Zethrock,Warlock,dps,Affliction,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,5112,5112,5112,null,77.0,77.0,219.0,2021-03-28,2021-03-28
Smileploxx,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,4961,5207,5207,5.0,85.0,90.0,213.5,2021-02-21,2021-02-28
Larssonhter,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,4931,4931,4931,null,92.0,92.0,215.0,2021-01-27,2021-01-27
Eluude,Mage,dps,Fire,2383,Hungering Destroyer,Castle Nathria,4,Heroic,3,4875,5361,4673,-4.1,84.7,94.0,218.7,2021-01-27,2021-02-14
Zelestreo,Shaman,dps,Enhancement,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,4857,4857,4857,null,99.0,99.0,217.0,2021-01-27,2021-01-27
Tjackisen,Rogue,dps,Subtlety,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,4786,4786,4786,null,93.0,93.0,214.0,2021-01-27,2021-01-27
Befälhavarn,Hunter,dps,BeastMastery,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,4724,4724,4724,null,83.0,83.0,219.0,2021-03-12,2021-03-12
Bôomshot,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,4650,4650,4650,null,78.0,78.0,216.0,2021-03-12,2021-03-12
Gabyhe,DemonHunter,dps,Havoc,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,4636,4636,4636,null,90.0,90.0,222.0,2021-03-12,2021-03-12
Roalock,Warlock,dps,Affliction,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,4608,4968,4968,7.8,61.0,72.0,207.5,2021-03-12,2021-04-04
Andyfeels,Warlock,dps,Affliction,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,4552,4552,4552,null,62.0,62.0,212.0,2021-03-12,2021-03-12
Axonea,Shaman,dps,Elemental,2383,Hungering Destroyer,Castle Nathria,4,Heroic,4,4503,5606,5606,24.5,68.3,92.0,210.8,2021-01-27,2021-04-14
Gigasaga,DemonHunter,dps,Havoc,2383,Hungering Destroyer,Castle Nathria,4,Heroic,5,4501,5103,5103,13.4,83.4,93.0,219.2,2021-03-12,2021-04-14
Larssonuid,Druid,dps,Balance,2383,Hungering Destroyer,Castle Nathria,4,Heroic,4,4476,4645,4645,3.8,68.8,71.0,211.3,2021-02-07,2021-03-14
Сакросанктус,Mage,dps,Fire,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,4449,4450,4450,0.0,64.0,64.0,217.0,2021-03-21,2021-03-21
Dasel,DeathKnight,dps,Unholy,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,4441,4441,4441,null,73.0,73.0,218.0,2021-02-28,2021-02-28
Wahners,Rogue,dps,Outlaw,2383,Hungering Destroyer,Castle Nathria,4,Heroic,4,4389,4609,4457,1.5,80.3,88.0,219.5,2021-01-27,2021-02-21
Malkarion,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,4327,4327,4327,null,65.0,65.0,206.0,2021-03-28,2021-03-28
Larssonock,Warlock,dps,Affliction,2383,Hungering Destroyer,Castle Nathria,4,Heroic,5,4317,4979,4979,15.3,51.2,71.0,208.2,2021-03-21,2021-04-14
Wackya,Warrior,dps,Arms,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,4310,4310,1442,-66.5,82.0,82.0,216.0,2021-03-14,2021-03-14
Selenn,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,4248,4248,4248,null,62.0,62.0,217.0,2021-03-28,2021-03-28
Yevie,Priest,dps,Shadow,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,4241,5210,728,-82.8,54.0,80.0,208.0,2021-02-14,2021-03-12
Pangbruden,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,4216,4216,4216,null,72.0,72.0,213.0,2021-01-27,2021-01-27
Retball,Paladin,dps,Retribution,2383,Hungering Destroyer,Castle Nathria,4,Heroic,3,3935,4048,3822,-2.9,78.0,83.0,229.0,2021-01-27,2021-10-07
Banjoman,DeathKnight,dps,Unholy,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3905,3905,3905,null,60.0,60.0,213.0,2021-01-27,2021-01-27
Coodyy,Warlock,dps,Affliction,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3860,3860,3860,null,37.0,37.0,197.0,2021-03-28,2021-03-28
Noroku,Druid,dps,Balance,2383,Hungering Destroyer,Castle Nathria,4,Heroic,3,3839,5895,5895,53.6,44.0,92.0,213.3,2021-03-28,2021-04-14
Unowen,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3801,3801,3801,null,53.0,53.0,217.0,2021-01-27,2021-01-27
Weakauras,Warlock,dps,Affliction,2383,Hungering Destroyer,Castle Nathria,4,Heroic,3,3799,4415,4415,16.2,35.7,55.0,199.0,2021-03-21,2021-04-04
Fesad,Warlock,dps,Affliction,2383,Hungering Destroyer,Castle Nathria,4,Heroic,3,3791,3922,3921,3.4,43.3,52.0,210.0,2021-02-28,2021-03-14
Alienso,Mage,dps,Arcane,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3774,3774,3774,null,74.0,74.0,212.0,2021-03-28,2021-03-28
Gestbarriere,Warrior,dps,Fury,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3727,3727,3727,null,58.0,58.0,209.0,2021-03-12,2021-03-12
Sakaira,Mage,dps,Fire,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3721,3721,3721,null,43.0,43.0,207.0,2021-02-07,2021-02-07
Dancebear,Druid,dps,Balance,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3713,3713,3713,null,42.0,42.0,218.0,2021-03-28,2021-03-28
Ährenmonk,Monk,dps,Windwalker,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3572,3572,3572,null,52.0,52.0,203.0,2021-02-28,2021-02-28
Hemerä,Priest,dps,Shadow,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3548,3548,3548,null,38.0,38.0,208.0,2021-02-07,2021-02-07
Krupnikforya,Paladin,dps,Retribution,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3470,3470,3470,null,53.0,53.0,204.0,2021-03-12,2021-03-12
Gloomstrike,Rogue,dps,Assassination,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3416,3416,3416,null,21.0,21.0,217.0,2021-04-14,2021-04-14
Pippiw,Warrior,dps,Arms,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3399,3399,3399,null,47.0,47.0,202.0,2021-03-12,2021-03-12
Wandspiegel,DemonHunter,dps,Havoc,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3383,3383,3383,null,58.0,58.0,200.0,2021-02-07,2021-02-07
Inthemud,Monk,dps,Windwalker,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,3371,4198,2720,-19.3,51.0,80.0,192.5,2021-01-27,2021-02-07
Ibimsjäger,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3350,3350,3350,null,32.0,32.0,202.0,2021-02-07,2021-02-07
Bami,Mage,dps,Arcane,2383,Hungering Destroyer,Castle Nathria,4,Heroic,3,3287,4396,4396,33.7,63.0,93.0,216.7,2021-01-27,2021-02-28
Inthesink,Shaman,dps,Elemental,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,3209,3209,3209,0.0,24.0,24.0,189.0,2021-03-21,2021-03-21
Dion,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,4,3195,4015,3843,20.3,38.0,53.0,206.3,2021-02-14,2021-03-21
Maxzor,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,3,3106,3192,3192,2.8,24.0,26.0,200.7,2021-03-21,2021-04-04
Acala,Mage,dps,Fire,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3092,3092,3092,null,24.0,24.0,211.0,2021-04-14,2021-04-14
Mixtus,Warlock,dps,Affliction,2383,Hungering Destroyer,Castle Nathria,4,Heroic,3,3061,4116,4116,34.5,26.3,48.0,206.7,2021-02-07,2021-02-28
Gothwarr,Warrior,dps,Arms,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3060,3060,3060,null,36.0,36.0,193.0,2021-02-28,2021-02-28
Bexx,Druid,dps,Balance,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,3047,3047,3047,null,25.0,25.0,222.0,2021-04-04,2021-04-04
Slìnks,DemonHunter,dps,Havoc,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,2992,2992,2992,null,41.0,41.0,202.0,2021-02-07,2021-02-07
Fireraizel,Mage,dps,Fire,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,2774,2958,2958,6.6,13.5,18.0,207.0,2021-01-27,2021-02-07
Elood,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,4,2749,3138,2567,-6.6,17.8,24.0,197.8,2021-02-21,2021-03-14
Dârêk,Mage,dps,Fire,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,2597,2597,2597,null,10.0,10.0,194.0,2021-02-07,2021-02-07
Fibres,Mage,dps,Fire,2383,Hungering Destroyer,Castle Nathria,4,Heroic,3,2359,2507,2507,6.3,9.0,11.0,214.0,2021-03-21,2021-03-28
Roamonk,Monk,dps,Windwalker,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,2283,4567,4567,100.0,43.5,87.0,217.0,2021-02-07,2021-02-21
Hetman,Paladin,dps,Retribution,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,2262,2262,2262,0.0,20.0,20.0,221.0,2021-03-14,2021-03-14
Actá,Rogue,dps,Assassination,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,2056,2056,2056,null,7.0,7.0,210.0,2021-03-12,2021-03-12
Fogstar,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,2004,2004,2004,null,9.0,9.0,216.0,2021-03-28,2021-03-28
Raidbuff,DemonHunter,dps,Havoc,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,1927,1927,1927,0.0,15.0,15.0,191.0,2021-03-14,2021-03-14
Fibre,Mage,dps,Fire,2383,Hungering Destroyer,Castle Nathria,4,Heroic,4,1778,2021,1893,6.5,3.5,4.0,202.5,2021-02-07,2021-02-28
Fistfilé,Monk,dps,Windwalker,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,1756,2112,2112,20.3,11.0,15.0,174.5,2021-02-14,2021-02-21
Raslin,Shaman,dps,Elemental,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,1682,1682,1682,null,5.0,5.0,191.0,2021-04-04,2021-04-04
Hashasin,Rogue,dps,Assassination,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,1043,1043,1043,null,2.0,2.0,213.0,2021-03-12,2021-03-12
Kamirov,DeathKnight,dps,Unholy,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,984,984,984,0.0,3.0,3.0,206.0,2021-03-14,2021-03-14
Steffensen,DeathKnight,dps,Frost,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,978,978,978,null,6.0,6.0,200.0,2021-03-12,2021-03-12
Imigen,Hunter,dps,Survival,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,830,1009,651,-21.6,3.5,5.0,190.0,2021-02-07,2021-02-14
Benzo,DemonHunter,dps,Havoc,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,680,680,680,null,4.0,4.0,183.0,2021-04-04,2021-04-04
Eludemage,Mage,dps,Frost,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,null,null,null,null,null,null,243.0,2021-10-07,2021-10-07
Grets,Warlock,dps,Demonology,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,null,null,null,null,null,null,248.0,2021-10-07,2021-10-07
Lickprick,Warrior,dps,Arms,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,null,null,null,null,null,null,250.0,2021-10-07,2021-10-07
Sotruebestie,Monk,healer,Mistweaver,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,2157,2157,2157,null,43.0,43.0,271.0,2022-09-14,2022-09-14
Bigboiples,Druid,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,1683,1683,1683,null,91.0,91.0,292.0,2022-09-14,2022-09-14
Dùn,Paladin,healer,Holy,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,1524,1524,1524,0.0,80.0,80.0,191.0,2021-03-21,2021-03-21
Deblaze,Shaman,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,1062,1062,1062,null,98.0,98.0,223.0,2021-03-12,2021-03-12
Yeviel,Paladin,healer,Holy,2383,Hungering Destroyer,Castle Nathria,4,Heroic,4,1006,1294,1294,28.6,57.8,78.0,217.3,2021-01-27,2021-02-28
Alzaria,Priest,healer,Discipline,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,893,893,893,null,50.0,50.0,219.0,2021-01-27,2021-01-27
Lalísa,Priest,healer,Holy,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,828,828,828,null,58.0,58.0,278.0,2022-09-14,2022-09-14
Yevie,Priest,healer,Discipline,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,728,728,728,null,21.0,21.0,216.0,2021-04-04,2021-04-04
Horticulture,Druid,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,715,715,715,null,70.0,70.0,292.0,2022-09-14,2022-09-14
Sophiemae,Priest,healer,Holy,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,474,474,474,null,92.0,92.0,217.0,2021-02-07,2021-02-07
Hpal,Paladin,healer,Holy,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,468,468,468,null,17.0,17.0,157.0,2021-02-28,2021-02-28
Oxhorde,Druid,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,423,447,447,5.7,44.0,49.0,292.0,2022-08-24,2022-09-14
Yggpriest,Priest,healer,Discipline,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,375,375,375,null,3.0,3.0,202.0,2021-03-12,2021-03-12
Myhlla,Druid,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,364,364,364,null,92.0,92.0,196.0,2021-04-14,2021-04-14
Roapriest,Priest,healer,Holy,2383,Hungering Destroyer,Castle Nathria,4,Heroic,7,339,667,667,96.8,70.3,83.0,219.4,2021-02-14,2022-08-24
Meildruid,Druid,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,292,292,292,null,90.0,90.0,194.0,2021-03-12,2021-03-12
Momobami,Priest,healer,Holy,2383,Hungering Destroyer,Castle Nathria,4,Heroic,8,158,350,135,-14.6,49.9,83.0,220.0,2021-02-14,2021-10-07
Adsham,Shaman,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,154,154,154,null,71.0,71.0,218.0,2021-03-28,2021-03-28
Bufflesbian,Shaman,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,112,187,187,67.0,60.5,74.0,204.0,2021-02-14,2021-04-04
Fatbóy,Druid,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,95,95,95,0.0,40.0,40.0,214.0,2021-03-21,2021-03-21
Dancebear,Druid,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,3,84,98,3713,4320.2,35.0,45.0,212.0,2021-01-27,2021-02-28
Lippe,Shaman,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,74,74,74,0.0,54.0,54.0,215.0,2021-03-14,2021-03-14
Superfan,Shaman,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,56,71,71,26.8,54.5,59.0,217.0,2021-01-27,2021-02-07
Argho,Shaman,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,44,44,44,null,45.0,45.0,209.0,2021-03-12,2021-03-12
Roaman,Shaman,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,0,0,0,null,30.0,30.0,198.0,2021-02-28,2021-02-28
Darkibdk,DeathKnight,tank,Blood,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,9960,9960,9960,null,66.0,66.0,299.0,2022-09-14,2022-09-14
Leanus,Druid,tank,Guardian,2383,Hungering Destroyer,Castle Nathria,4,Heroic,5,6305,11152,11152,76.9,89.3,95.0,254.6,2021-01-27,2022-09-14
Inthemud,Monk,tank,Brewmaster,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,2720,2720,2720,0.0,88.0,88.0,219.0,2021-03-14,2021-03-14
Mashin,Druid,tank,Guardian,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,2662,2662,2662,0.0,91.0,91.0,210.0,2021-03-14,2021-03-14
Retball,Paladin,tank,Protection,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,2263,2263,3822,null,69.0,69.0,216.0,2021-02-07,2021-02-07
Eloodh,DemonHunter,tank,Vengeance,2383,Hungering Destroyer,Castle Nathria,4,Heroic,5,2238,5599,5599,150.2,15.4,40.0,221.0,2021-03-21,2022-08-24
Dancebear,Druid,tank,Guardian,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,1867,1867,3713,null,53.0,53.0,213.0,2021-03-12,2021-03-12
Gigasaga,DemonHunter,tank,Vengeance,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,1722,1722,5103,null,24.0,24.0,202.0,2021-02-28,2021-02-28
Trapszo,Warrior,tank,Protection,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,1703,1703,1703,null,29.0,29.0,211.0,2021-03-28,2021-03-28
Rainasu,DemonHunter,tank,Vengeance,2383,Hungering Destroyer,Castle Nathria,4,Heroic,4,1669,1915,1815,8.7,27.0,43.0,196.8,2021-02-14,2021-04-14
Deadstripper,DeathKnight,tank,Blood,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,1650,1686,1615,-2.1,29.5,34.0,213.5,2021-02-14,2021-02-21
Slemsäck,DeathKnight,tank,Blood,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,1452,1452,1452,null,13.0,13.0,206.0,2021-04-04,2021-04-04
Wackya,Warrior,tank,Protection,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,1442,1442,1442,0.0,10.0,10.0,208.0,2021-03-21,2021-03-21
Olvotol,DemonHunter,tank,Vengeance,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,1285,1285,1285,null,4.0,4.0,190.0,2021-04-14,2021-04-14
Bashin,Warrior,tank,Protection,2383,Hungering Destroyer,Castle Nathria,4,Heroic,2,1246,1477,1477,18.5,13.0,24.0,197.0,2021-01-27,2021-02-07
Freshrune,DeathKnight,tank,Blood,2383,Hungering Destroyer,Castle Nathria,4,Heroic,1,null,null,null,null,null,null,247.0,2021-10-07,2021-10-07
Roadruid,Druid,dps,Balance,2383,Hungering Destroyer,Castle Nathria,5,Mythic,8,5180,5579,5487,5.9,79.0,93.0,221.5,2021-02-17,2021-03-24
Axonea,Shaman,dps,Elemental,2383,Hungering Destroyer,Castle Nathria,5,Mythic,8,4905,5190,5190,5.8,60.5,75.0,219.5,2021-02-17,2021-04-05
Retball,Paladin,dps,Retribution,2383,Hungering Destroyer,Castle Nathria,5,Mythic,10,4892,5933,5522,12.9,76.2,98.0,223.2,2021-02-17,2021-04-05
Eluude,Mage,dps,Fire,2383,Hungering Destroyer,Castle Nathria,5,Mythic,8,4891,5224,4493,-8.1,75.8,86.0,223.3,2021-02-17,2021-03-24
Larssonhter,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,5,Mythic,6,4886,4933,4933,1.0,70.7,76.0,221.0,2021-02-17,2021-03-10
Roamonk,Monk,dps,Windwalker,2383,Hungering Destroyer,Castle Nathria,5,Mythic,2,4872,4872,4872,0.0,81.0,81.0,223.0,2021-04-05,2021-04-05
Yolt,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,5,Mythic,4,4870,5047,5047,3.6,67.5,74.0,223.0,2021-03-24,2021-04-05
Larssonuid,Druid,dps,Balance,2383,Hungering Destroyer,Castle Nathria,5,Mythic,4,4869,5280,4459,-8.4,64.0,82.0,219.5,2021-03-24,2021-04-05
Crypted,Priest,dps,Shadow,2383,Hungering Destroyer,Castle Nathria,5,Mythic,10,4856,5246,5246,8.0,55.4,68.0,220.0,2021-02-17,2021-04-05
Grets,Warlock,dps,Affliction,2383,Hungering Destroyer,Castle Nathria,5,Mythic,6,4826,5224,5088,5.4,50.0,71.0,221.7,2021-03-03,2021-04-05
Zelestreo,Shaman,dps,Enhancement,2383,Hungering Destroyer,Castle Nathria,5,Mythic,6,4548,4919,4917,8.1,79.7,92.0,222.3,2021-02-17,2021-03-24
Gigasaga,DemonHunter,dps,Havoc,2383,Hungering Destroyer,Castle Nathria,5,Mythic,4,4477,4835,4835,8.0,65.0,80.0,221.0,2021-03-24,2021-04-05
Pangbruden,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,5,Mythic,4,4464,4842,4842,8.5,49.0,72.0,222.0,2021-02-17,2021-03-10
Mixtus,Warlock,dps,Affliction,2383,Hungering Destroyer,Castle Nathria,5,Mythic,8,4428,4940,4747,7.2,36.5,56.0,218.3,2021-03-03,2021-04-05
Yoltoar,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,5,Mythic,4,4359,4671,4671,7.2,39.5,55.0,218.0,2021-02-17,2021-03-03
Wahners,Rogue,dps,Outlaw,2383,Hungering Destroyer,Castle Nathria,5,Mythic,10,4298,4574,4574,6.4,48.8,56.0,224.0,2021-02-17,2021-04-05
Hobbyalkis,Rogue,dps,Outlaw,2383,Hungering Destroyer,Castle Nathria,5,Mythic,8,4106,4638,4638,13.0,37.5,59.0,221.5,2021-03-03,2021-04-05
Inthemud,Monk,dps,Windwalker,2383,Hungering Destroyer,Castle Nathria,5,Mythic,6,4093,4527,4527,10.6,45.7,72.0,219.0,2021-02-17,2021-03-10
Weakauras,Warlock,dps,Affliction,2383,Hungering Destroyer,Castle Nathria,5,Mythic,2,4003,4004,4004,0.0,17.0,17.0,211.0,2021-04-05,2021-04-05
Dancebear,Druid,dps,Balance,2383,Hungering Destroyer,Castle Nathria,5,Mythic,4,3959,4116,3802,-4.0,29.0,36.0,217.5,2021-03-10,2021-03-24
Ballgag,DeathKnight,dps,Unholy,2383,Hungering Destroyer,Castle Nathria,5,Mythic,2,3813,3813,3813,0.0,18.0,18.0,218.0,2021-02-17,2021-02-17
Gothdh,DemonHunter,dps,Havoc,2383,Hungering Destroyer,Castle Nathria,5,Mythic,2,3667,3667,3667,0.0,26.0,26.0,209.0,2021-03-10,2021-03-10
Bexx,Druid,dps,Balance,2383,Hungering Destroyer,Castle Nathria,5,Mythic,2,3635,3635,3635,0.0,18.0,18.0,220.0,2021-04-05,2021-04-05
Bami,Mage,dps,Arcane,2383,Hungering Destroyer,Castle Nathria,5,Mythic,8,3561,3978,3977,11.7,28.0,49.0,221.8,2021-02-17,2021-03-24
Elood,Hunter,dps,Marksmanship,2383,Hungering Destroyer,Castle Nathria,5,Mythic,2,2808,2808,2808,0.0,7.0,7.0,216.0,2021-04-05,2021-04-05
Yeviel,Paladin,healer,Holy,2383,Hungering Destroyer,Castle Nathria,5,Mythic,10,1022,1135,1123,9.9,28.6,39.0,222.6,2021-02-17,2021-04-05
Alzaria,Priest,healer,Discipline,2383,Hungering Destroyer,Castle Nathria,5,Mythic,10,864,1010,1010,16.9,23.4,44.0,222.2,2021-02-17,2021-04-05
Bufflesbian,Shaman,healer,Restoration,2383,Hungering Destroyer,Castle Nathria,5,Mythic,2,267,267,267,0.0,81.0,81.0,218.0,2021-04-05,2021-04-05
Sophiemae,Priest,healer,Holy,2383,Hungering Destroyer,Castle Nathria,5,Mythic,6,207,283,145,-30.0,56.0,69.0,223.7,2021-02-17,2021-03-24
Momobami,Priest,healer,Holy,2383,Hungering Destroyer,Castle Nathria,5,Mythic,2,165,165,165,0.0,54.0,54.0,219.0,2021-04-05,2021-04-05
