player_name,player_class,role,primary_spec,encounter_id,boss_name,zone_name,difficulty,difficulty_label,kills_on_boss,avg_throughput_per_second,best_throughput_per_second,latest_throughput_per_second,throughput_trend,avg_rank_percent,best_rank_percent,avg_item_level,first_kill_date,latest_kill_date
Apocryphâ,DeathKnight,tank,Blood,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",3,Normal,1,203858,203858,203858,null,94.0,94.0,507.0,2024-05-08,2024-05-08
Lenus,DemonHunter,tank,Vengeance,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",3,Normal,3,143487,219457,219457,52.9,96.0,97.0,472.3,2023-11-15,2024-05-08
Freshrune,DeathKnight,tank,Blood,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",3,Normal,1,86880,86880,86880,null,68.0,68.0,461.0,2023-12-10,2023-12-10
Leanus,Druid,tank,Guardian,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",3,Normal,1,77941,77941,77941,null,55.0,55.0,449.0,2023-12-10,2023-12-10
Paramedics,Paladin,tank,Protection,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",3,Normal,2,65448,78311,78311,19.7,51.0,80.0,454.5,2023-11-15,2023-11-22
Mægisk,Rogue,dps,Outlaw,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,511969,511969,511969,null,95.0,95.0,526.0,2024-08-19,2024-08-19
Swolorno,Hunter,dps,BeastMastery,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,505674,505674,505674,null,79.0,79.0,529.0,2024-08-19,2024-08-19
Bensvoker,Evoker,dps,Devastation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,447619,447619,447619,null,97.0,97.0,517.0,2024-05-08,2024-05-08
Zydeh,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,405837,405837,405837,null,88.0,88.0,519.0,2024-05-29,2024-05-29
Frenzyy,Druid,dps,Balance,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,404599,404599,404599,null,98.0,98.0,519.0,2024-05-08,2024-05-08
Codders,Mage,dps,Arcane,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,397017,397017,397017,null,82.0,82.0,506.0,2024-08-19,2024-08-19
Larssonoker,Evoker,dps,Devastation,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,388824,388824,388824,null,73.0,73.0,516.0,2024-08-19,2024-08-19
Lyonprison,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,372472,372472,372472,null,79.0,79.0,522.0,2024-06-19,2024-06-19
Socialqs,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,355466,355466,355466,null,65.0,65.0,517.0,2024-06-19,2024-06-19
Codders,Mage,dps,Fire,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,350744,350744,397017,null,67.0,67.0,506.0,2024-05-29,2024-05-29
Sprutpesse,Priest,dps,Shadow,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,343224,343224,343224,null,83.0,83.0,511.0,2024-05-08,2024-05-08
Mægizk,Mage,dps,Fire,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,341861,341861,341861,null,70.0,70.0,519.0,2024-06-19,2024-06-19
Larssonadin,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,3,339657,377519,377519,11.1,58.0,74.0,515.7,2024-05-08,2024-06-19
Lyoncursed,Warrior,dps,Arms,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,330310,330310,330310,null,38.0,38.0,499.0,2024-08-19,2024-08-19
Yearning,Monk,dps,Windwalker,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,2,324491,361538,313895,-3.3,47.0,66.0,512.0,2024-05-08,2024-05-29
Monsterkuk,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,318348,318348,318348,null,55.0,55.0,512.0,2024-05-29,2024-05-29
Ravenious,Hunter,dps,Marksmanship,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,318263,318263,318263,null,61.0,61.0,521.0,2024-06-19,2024-06-19
Aideên,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,315173,315173,315173,null,53.0,53.0,518.0,2024-05-29,2024-05-29
Yearning,Monk,dps,Windwalker,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,313895,313895,313895,null,44.0,44.0,517.0,2024-08-19,2024-08-19
Johnwoman,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,312231,312231,312231,null,59.0,59.0,508.0,2024-05-08,2024-05-08
Cálamíty,Mage,dps,Arcane,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,310106,310106,310106,null,89.0,89.0,486.0,2024-01-24,2024-01-24
Stormblaster,Shaman,dps,Enhancement,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,305670,305670,305670,null,99.0,99.0,486.0,2024-01-24,2024-01-24
Destinybro,Warlock,dps,Demonology,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,302354,302354,302354,null,91.0,91.0,485.0,2024-01-24,2024-01-24
Chilldrink,Mage,dps,Frost,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,301097,301097,301097,null,97.0,97.0,487.0,2024-01-24,2024-01-24
Sacrëd,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,296227,296227,296227,null,98.0,98.0,487.0,2024-01-24,2024-01-24
Magicwingers,Evoker,dps,Augmentation,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,288682,288682,288682,null,56.0,56.0,520.0,2024-08-19,2024-08-19
Cuddles,Priest,dps,Shadow,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,286773,286773,286773,null,54.0,54.0,518.0,2024-06-19,2024-06-19
Killyaan,DeathKnight,dps,Unholy,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,286728,286728,286728,null,98.0,98.0,487.0,2024-01-24,2024-01-24
Mombangsteen,Rogue,dps,Assassination,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,281170,281170,281170,null,32.0,32.0,498.0,2024-08-19,2024-08-19
Sebaheoung,Warlock,dps,Demonology,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,281022,281022,281022,null,57.0,57.0,504.0,2024-08-19,2024-08-19
Bobthedh,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,3,278698,299273,299273,7.4,98.3,99.0,472.7,2023-11-22,2023-12-06
Melithra,DeathKnight,dps,Unholy,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,276622,276622,276622,null,98.0,98.0,484.0,2023-12-27,2023-12-27
Wingseb,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,2,276528,280613,272444,-1.5,27.5,28.0,520.5,2024-05-29,2024-06-19
Televisions,Priest,dps,Shadow,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,270872,270872,270872,null,53.0,53.0,497.0,2024-08-19,2024-08-19
Lubrikator,Warlock,dps,Demonology,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,5,270675,339054,339054,25.3,91.6,99.0,474.0,2023-11-15,2024-05-08
Solesvoker,Evoker,dps,Augmentation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,268037,268037,268037,null,97.0,97.0,484.0,2024-01-24,2024-01-24
Dmonoe,Monk,dps,Windwalker,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,267414,267414,267414,null,84.0,84.0,479.0,2024-01-24,2024-01-24
Swanval,Hunter,dps,Survival,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,2,264127,293947,293947,11.3,47.5,68.0,514.0,2024-05-29,2024-06-19
Clomp,Mage,dps,Frost,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,4,260296,364253,364253,39.9,67.3,98.0,482.3,2023-11-15,2024-05-29
Carryboy,Monk,dps,Windwalker,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,259741,259741,259741,null,80.0,80.0,477.0,2024-01-24,2024-01-24
Drrdoom,Warrior,dps,Fury,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,258591,258591,258591,null,86.0,86.0,486.0,2024-01-24,2024-01-24
Turbohot,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,2,257264,333019,333019,29.4,56.5,72.0,490.5,2023-12-27,2024-05-08
Zxcow,Rogue,dps,Outlaw,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,255265,255265,255265,null,83.0,83.0,485.0,2024-01-24,2024-01-24
Brageuroo,Mage,dps,Fire,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,254851,254851,254851,null,90.0,90.0,483.0,2023-12-27,2023-12-27
Emsy,Priest,dps,Shadow,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,254794,254794,254794,null,33.0,33.0,509.0,2024-05-29,2024-05-29
Illarr,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,250476,250476,250476,null,77.0,77.0,485.0,2024-01-24,2024-01-24
Mmdcarrykon,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,249621,249621,249621,null,85.0,85.0,485.0,2024-01-24,2024-01-24
Mægisk,Rogue,dps,Outlaw,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,249464,249464,511969,null,26.0,26.0,507.0,2024-05-08,2024-05-08
Unrecorded,Mage,dps,Arcane,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,6,247565,312456,312456,26.2,82.8,97.0,476.3,2023-11-15,2024-05-08
Hobbyalkis,Rogue,dps,Outlaw,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,5,242943,308844,285959,17.7,70.0,97.0,474.4,2023-11-15,2024-05-08
Hexona,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,236915,236915,236915,null,78.0,78.0,484.0,2024-01-24,2024-01-24
Picklewizard,Monk,dps,Windwalker,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,5,235052,295530,295530,25.7,95.2,98.0,471.0,2023-11-15,2023-12-27
Neyaara,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,235010,235010,106074,null,16.0,16.0,507.0,2024-05-08,2024-05-08
Meleeiseasy,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,234818,234818,234818,null,22.0,22.0,512.0,2024-05-08,2024-05-08
Magicwingers,Evoker,dps,Devastation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,231895,231895,288682,null,12.0,12.0,519.0,2024-05-29,2024-05-29
Dragondsnuts,Evoker,dps,Augmentation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,227467,227467,227467,null,33.0,33.0,505.0,2024-06-19,2024-06-19
Lyonwarr,Warrior,dps,Arms,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,227136,227136,227136,null,18.0,18.0,514.0,2024-05-08,2024-05-08
Pastries,Paladin,dps,Retribution,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,227034,227034,227034,null,14.0,14.0,499.0,2024-08-19,2024-08-19
Alexbuh,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,226380,226380,226380,null,19.0,19.0,485.0,2024-05-08,2024-05-08
Deityp,Priest,dps,Shadow,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,224233,224233,224233,null,78.0,78.0,483.0,2024-01-24,2024-01-24
Liiq,Rogue,dps,Assassination,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,224228,224228,224228,null,59.0,59.0,473.0,2023-12-10,2023-12-10
Horticulture,Druid,dps,Balance,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,216115,216115,216115,null,33.0,33.0,490.0,2024-08-19,2024-08-19
Mimzysham,Shaman,dps,Elemental,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,212065,212065,212065,null,89.0,89.0,476.0,2023-12-27,2023-12-27
Velvoker,Evoker,dps,Augmentation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,209215,209215,209215,null,76.0,76.0,478.0,2023-12-27,2023-12-27
Roadruid,Druid,dps,Balance,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,3,205335,228618,228618,11.3,92.0,96.0,467.3,2023-11-22,2023-12-06
Zalris,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,4,204153,235081,201092,-1.5,74.3,93.0,465.5,2023-11-15,2023-12-06
Dribblering,Evoker,dps,Augmentation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,3,202071,245786,41576,-79.4,90.0,97.0,460.7,2023-11-15,2023-11-29
Cocainekate,Warlock,dps,Demonology,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,5,200314,318417,318417,59.0,49.0,67.0,471.8,2023-11-15,2024-05-08
Everzz,Shaman,dps,Enhancement,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,5,198536,258147,258147,30.0,77.0,93.0,462.8,2023-11-15,2023-12-27
Budgetgoku,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,196744,196744,21053,null,78.0,78.0,472.0,2023-12-10,2023-12-10
Alexmäe,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,192085,192085,192085,null,60.0,60.0,459.0,2023-12-10,2023-12-10
Calisae,Evoker,dps,Augmentation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,4,188677,220694,215042,14.0,83.0,94.0,461.8,2023-11-15,2023-12-06
Ollieyay,DeathKnight,dps,Unholy,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,4,187216,216815,216815,15.8,80.5,91.0,469.5,2023-11-15,2023-12-06
Malusihunter,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,186142,186142,186142,null,35.0,35.0,476.0,2024-01-07,2024-01-07
Palaktank,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,186051,186051,186051,null,33.0,33.0,463.0,2024-01-24,2024-01-24
Marianczelo,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,181695,181695,181695,null,30.0,30.0,474.0,2024-01-24,2024-01-24
Bananjägare,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,2,181629,198594,198594,9.3,36.5,43.0,459.5,2023-12-10,2024-01-07
Temra,Warlock,dps,Demonology,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,2,181259,183216,183216,1.1,33.5,37.0,452.0,2023-12-10,2023-12-27
Larssonhter,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,180736,180736,180736,null,40.0,40.0,459.0,2023-12-27,2023-12-27
Mashin,Druid,dps,Feral,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,5,180378,277367,277367,53.8,54.2,76.0,468.2,2023-11-15,2024-05-08
Larssondemon,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,179586,179586,179586,null,39.0,39.0,453.0,2023-12-10,2023-12-10
Portsmouth,Mage,dps,Frost,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,7,178904,235239,216723,21.1,64.6,80.0,470.7,2023-11-15,2024-01-07
Appletiser,Druid,dps,Balance,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,4,178056,202272,202272,13.6,79.3,88.0,466.8,2023-11-15,2023-12-06
Iustitiæ,Warrior,dps,Arms,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,4,176758,216291,216291,22.4,74.5,92.0,464.5,2023-11-15,2023-12-27
Airmac,Shaman,dps,Enhancement,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,176497,176497,176497,null,33.0,33.0,467.0,2024-01-07,2024-01-07
Krackead,Mage,dps,Fire,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,4,171940,200085,200085,16.4,70.0,83.0,460.0,2023-11-15,2023-12-06
Josey,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,4,169515,251660,231476,36.6,53.5,95.0,468.8,2023-11-15,2023-12-06
Palashiivax,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,168154,168154,168154,null,22.0,22.0,460.0,2024-01-24,2024-01-24
Sarynaa,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,2,165793,199625,199625,20.4,33.0,54.0,463.0,2023-12-27,2024-01-07
Michipe,Monk,dps,Windwalker,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,2,164401,185440,185440,12.8,66.5,89.0,452.0,2023-11-15,2023-11-22
Temitiri,Shaman,dps,Elemental,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,4,164022,198801,148895,-9.2,70.8,95.0,465.0,2023-11-15,2023-12-06
Pangbruden,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,4,161314,184637,161993,0.4,47.0,68.0,464.5,2023-11-15,2023-12-06
Elydiel,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,3,159441,175912,175912,10.3,62.0,75.0,455.3,2023-11-15,2023-11-29
Leanbean,Evoker,dps,Augmentation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,158196,158196,158196,null,32.0,32.0,461.0,2024-01-07,2024-01-07
Lúcífér,DeathKnight,dps,Unholy,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,3,156742,189919,189919,21.2,61.3,84.0,457.3,2023-11-15,2023-11-29
Fruitbar,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,154750,154750,154750,null,19.0,19.0,484.0,2024-01-24,2024-01-24
Wanchan,Mage,dps,Arcane,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,154486,154486,154486,null,14.0,14.0,492.0,2024-08-19,2024-08-19
Aznack,Warrior,dps,Fury,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,153037,153037,153037,null,18.0,18.0,482.0,2024-01-24,2024-01-24
Kryvoh,Evoker,dps,Augmentation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,152754,152754,152754,null,28.0,28.0,480.0,2024-01-07,2024-01-07
Visunjê,Rogue,dps,Assassination,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,148378,148378,148378,null,19.0,19.0,452.0,2023-12-10,2023-12-10
Crio,Mage,dps,Frost,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,144769,144769,144769,null,25.0,25.0,470.0,2024-01-24,2024-01-24
Olliejay,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,2,143789,146419,141159,-1.8,19.5,26.0,449.5,2023-12-10,2024-01-07
Minikhan,Warrior,dps,Arms,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,142259,142259,142259,null,23.0,23.0,455.0,2023-12-27,2023-12-27
Endeering,Hunter,dps,Survival,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,139841,139841,139841,null,8.0,8.0,498.0,2024-06-19,2024-06-19
Olliegirl,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,129706,129706,129706,null,12.0,12.0,447.0,2023-12-27,2023-12-27
Nippodh,DemonHunter,dps,Havoc,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,103502,103502,103502,null,7.0,7.0,468.0,2024-01-24,2024-01-24
Fettywapp,Warrior,dps,Fury,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,102075,102075,102075,null,7.0,7.0,460.0,2024-01-07,2024-01-07
Katerine,Druid,dps,Balance,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,93220,93220,93220,null,8.0,8.0,462.0,2023-12-10,2023-12-10
Blancobenz,DeathKnight,dps,Unholy,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,2,89750,156109,156109,73.9,15.0,29.0,463.5,2023-11-15,2023-12-27
Galieal,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,89660,89660,89660,null,4.0,4.0,434.0,2023-12-27,2023-12-27
Johndiaper,Hunter,dps,BeastMastery,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,80421,80421,80421,null,4.0,4.0,431.0,2023-12-10,2023-12-10
Fibres,Mage,dps,Fire,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,56906,56906,56906,null,4.0,4.0,448.0,2023-12-10,2023-12-10
Nightshard,Warlock,dps,Affliction,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,56483,56483,56483,null,4.0,4.0,416.0,2024-01-24,2024-01-24
Bubblesan,Paladin,dps,Retribution,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,15394,15394,15394,null,1.0,1.0,479.0,2024-01-24,2024-01-24
Mhjir,Rogue,dps,Subtlety,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,5753,5753,5753,null,1.0,1.0,429.0,2024-01-24,2024-01-24
Neyaara,Paladin,healer,Holy,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,106074,106074,106074,null,99.0,99.0,523.0,2024-08-19,2024-08-19
Momobami,Priest,healer,Holy,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,68594,68594,68594,null,95.0,95.0,518.0,2024-08-19,2024-08-19
Naqdr,Druid,healer,Restoration,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,44800,44800,44800,null,91.0,91.0,511.0,2024-05-29,2024-05-29
Dribblering,Evoker,healer,Preservation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,41576,41576,41576,null,91.0,91.0,476.0,2023-12-06,2023-12-06
Asdaadd,Shaman,healer,Restoration,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,39201,39201,39201,null,69.0,69.0,510.0,2024-05-08,2024-05-08
Bigboiples,Druid,healer,Restoration,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,7,37209,106656,34061,-8.5,90.1,98.0,479.9,2023-11-15,2024-05-29
Bigboiples,Druid,healer,Restoration,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,34061,34061,34061,null,91.0,91.0,521.0,2024-08-19,2024-08-19
Momobami,Priest,healer,Discipline,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,7,33730,50481,68594,103.4,54.6,86.0,479.7,2023-11-15,2024-06-19
Magicwingers,Evoker,healer,Preservation,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,5,28599,46976,288682,909.4,69.0,83.0,484.8,2023-11-15,2024-06-19
Televisions,Priest,healer,Discipline,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,28437,28437,270872,null,17.0,17.0,449.0,2024-01-07,2024-01-07
Budgetgoku,Paladin,healer,Holy,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,21053,21053,21053,null,79.0,79.0,482.0,2023-12-27,2023-12-27
Petunia,Priest,healer,Holy,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,19658,19658,19658,null,71.0,71.0,457.0,2023-12-27,2023-12-27
Renewcifer,Priest,healer,Discipline,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,18890,18890,18890,null,4.0,4.0,452.0,2023-12-10,2023-12-10
Pistachios,Monk,healer,Mistweaver,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,16707,16707,16707,null,56.0,56.0,475.0,2023-12-10,2023-12-10
Healmommy,Priest,healer,Discipline,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,16220,16220,16220,null,4.0,4.0,473.0,2024-01-07,2024-01-07
Neyaara,Paladin,healer,Holy,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,5,12732,32225,106074,733.1,37.6,76.0,478.4,2023-11-15,2024-05-29
Fauxcoated,Monk,healer,Mistweaver,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,9934,9934,9934,null,27.0,27.0,455.0,2023-12-10,2023-12-10
Sirwaka,Shaman,healer,Restoration,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,9259,9259,9259,null,39.0,39.0,430.0,2023-12-10,2023-12-10
Alannaria,Monk,healer,Mistweaver,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,7713,7713,7713,null,27.0,27.0,485.0,2024-01-24,2024-01-24
Amoo,Priest,healer,Holy,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,7545,7545,7545,null,24.0,24.0,484.0,2024-01-24,2024-01-24
Kaboomïe,Druid,healer,Restoration,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,6730,6730,6730,null,60.0,60.0,475.0,2024-01-07,2024-01-07
Lenus,DemonHunter,tank,Vengeance,2820,Gnarlroot,Vault of the Incarnates,4,Heroic,1,305688,305688,305688,null,92.0,92.0,519.0,2024-08-19,2024-08-19
Lyonprison,DemonHunter,tank,Vengeance,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,209480,209480,372472,null,76.0,76.0,517.0,2024-05-29,2024-05-29
Apocryphâ,DeathKnight,tank,Blood,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,188736,188736,188736,null,57.0,57.0,507.0,2024-05-08,2024-05-08
Agronak,DeathKnight,tank,Blood,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,187273,187273,187273,null,98.0,98.0,487.0,2024-01-24,2024-01-24
Lenus,DemonHunter,tank,Vengeance,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,7,181097,247119,305688,68.8,89.6,97.0,486.3,2023-11-15,2024-06-19
Lucyinder,Monk,tank,Brewmaster,2820,Gnarlroot,"Amirdrassil, the Dream's Hope",4,Heroic,1,170774,170774,170774,null,50.0,50.0,513.0,2024-06-19,2024-06-19
